Body Type,Sex,How Often Shower,Heating Energy Source,Social Activity,How Long TV PC Daily Hour,Energy efficiency,Transport,Vehicle Type,Vehicle Monthly Distance Km,Frequency of Traveling by Air,Industry_Sector,Diet,Waste Bag Size,Waste Bag Weekly Count,How Many New Clothes Monthly,How Long Internet Daily Hour,Individual_Component,Transport_Component,Industry_Component,Scope3_Component,Unified_Target
overweight,male,more frequently,electricity,sometimes,21,Yes,private,diesel,9884,never,Automotive Industry,omnivore,extra large,1,32,21,162,2347.93008,64808.56370013151,296,67614.49378013151
normal,male,more frequently,wood,sometimes,13,No,private,hybrid,4060,frequently,Automotive Industry,vegan,extra large,7,46,7,176,609.0,64808.56370013151,362,65955.56370013152
underweight,female,daily,natural gas,sometimes,11,Yes,walk/bicycle,none,68,rarely,Cement Production,omnivore,medium,7,13,9,122,0.0,64722.400701292994,279,65123.400701292994
overweight,male,less frequently,wood,never,13,No,walk/bicycle,none,5,very frequently,Logistics,pescatarian,large,7,34,16,166,0.0,64706.229153879875,361,65233.229153879875
normal,female,twice a day,natural gas,often,7,Sometimes,public,none,702,rarely,Steel Manufacturing,pescatarian,small,4,31,18,144,0.0,64683.60898531668,303,65130.60898531668
underweight,male,less frequently,coal,sometimes,1,No,walk/bicycle,none,2,very frequently,Automotive Industry,vegan,extra large,4,14,17,142,0.0,64808.56370013151,167,65117.56370013151
overweight,female,less frequently,coal,often,7,No,walk/bicycle,none,42,rarely,Logistics,omnivore,small,1,0,1,174,0.0,64706.229153879875,116,64996.229153879875
normal,female,less frequently,coal,never,20,Sometimes,public,none,274,never,Logistics,omnivore,extra large,5,32,0,190,0.0,64706.229153879875,335,65231.229153879875
normal,female,less frequently,coal,often,1,No,public,none,590,frequently,Cement Production,omnivore,small,3,3,1,152,0.0,64722.400701292994,161,65035.400701292994
overweight,male,twice a day,natural gas,often,1,Yes,private,diesel,84,frequently,Automotive Industry,vegetarian,small,1,5,22,142,19.954079999999998,64808.56370013151,112,65082.517780131515
normal,female,less frequently,coal,often,15,Yes,private,diesel,6908,frequently,Automotive Industry,pescatarian,large,3,8,17,180,1640.9855314285712,64808.56370013151,172,66801.54923156009
underweight,female,daily,wood,often,17,Sometimes,walk/bicycle,none,52,rarely,Steel Manufacturing,omnivore,medium,7,45,17,164,0.0,64683.60898531668,447,65294.60898531668
obese,female,more frequently,natural gas,never,2,Sometimes,private,lpg,121,frequently,Automotive Industry,vegetarian,extra large,2,0,3,154,33.28611891891892,64808.56370013151,83,65078.84981905043
obese,male,less frequently,natural gas,never,19,Sometimes,walk/bicycle,none,30,rarely,Steel Manufacturing,omnivore,small,7,14,19,168,0.0,64683.60898531668,294,65145.60898531668
obese,male,twice a day,electricity,never,10,Yes,public,none,1336,rarely,Automotive Industry,vegan,extra large,4,34,20,170,0.0,64808.56370013151,270,65248.56370013151
obese,male,less frequently,electricity,often,5,Sometimes,walk/bicycle,none,89,never,Cement Production,omnivore,large,4,49,10,130,0.0,64722.400701292994,415,65267.400701292994
normal,male,less frequently,natural gas,never,10,Sometimes,public,none,1412,never,Automotive Industry,pescatarian,small,6,7,19,120,0.0,64808.56370013151,214,65142.56370013151
obese,male,twice a day,electricity,never,6,Sometimes,walk/bicycle,none,4,never,Steel Manufacturing,vegetarian,small,3,34,13,162,0.0,64683.60898531668,278,65123.60898531668
overweight,female,more frequently,coal,sometimes,14,No,public,none,1924,rarely,Steel Manufacturing,pescatarian,medium,1,19,2,208,0.0,64683.60898531668,182,65073.60898531668
underweight,female,daily,natural gas,never,8,No,walk/bicycle,none,64,never,Cement Production,pescatarian,large,2,13,14,116,0.0,64722.400701292994,179,65017.400701292994
overweight,male,daily,natural gas,often,8,Yes,private,electric,8659,never,Automotive Industry,vegan,large,1,10,11,136,0.0,64808.56370013151,96,65040.56370013151
normal,female,daily,coal,sometimes,17,Yes,walk/bicycle,none,82,rarely,Automotive Industry,pescatarian,small,1,8,23,194,0.0,64808.56370013151,148,65150.56370013151
normal,female,less frequently,electricity,often,1,No,walk/bicycle,none,31,very frequently,Cement Production,vegan,small,4,0,0,92,0.0,64722.400701292994,80,64894.400701292994
normal,male,more frequently,natural gas,never,5,Sometimes,private,electric,5230,rarely,Automotive Industry,omnivore,medium,3,6,0,130,0.0,64808.56370013151,175,65113.56370013151
underweight,female,twice a day,electricity,never,22,No,public,none,450,frequently,Automotive Industry,omnivore,extra large,4,35,20,154,0.0,64808.56370013151,355,65317.56370013151
underweight,male,more frequently,coal,sometimes,19,Yes,public,none,441,very frequently,Steel Manufacturing,vegetarian,small,2,46,13,198,0.0,64683.60898531668,323,65204.60898531668
obese,female,twice a day,wood,never,1,No,private,lpg,6160,rarely,Automotive Industry,vegetarian,large,2,8,19,192,1694.5660540540541,64808.56370013151,139,66834.12975418556
overweight,female,twice a day,coal,often,20,Sometimes,walk/bicycle,none,35,frequently,Automotive Industry,vegan,medium,4,34,4,230,0.0,64808.56370013151,254,65292.56370013151
overweight,male,less frequently,natural gas,sometimes,5,Yes,walk/bicycle,none,57,frequently,Cement Production,pescatarian,large,6,44,24,120,0.0,64722.400701292994,404,65246.400701292994
normal,male,daily,wood,sometimes,10,Sometimes,walk/bicycle,none,7,very frequently,Cement Production,vegetarian,extra large,3,43,7,160,0.0,64722.400701292994,317,65199.400701292994
underweight,male,less frequently,wood,never,16,No,private,hybrid,5469,frequently,Logistics,pescatarian,medium,4,5,5,152,820.35,64706.229153879875,160,65838.57915387988
underweight,female,twice a day,wood,sometimes,12,Sometimes,walk/bicycle,none,6,frequently,Steel Manufacturing,pescatarian,medium,3,23,7,174,0.0,64683.60898531668,237,65094.60898531668
obese,male,daily,coal,sometimes,5,Sometimes,public,none,21,frequently,Automotive Industry,omnivore,small,3,31,11,200,0.0,64808.56370013151,311,65319.56370013151
underweight,male,daily,coal,sometimes,19,No,public,none,1127,rarely,Automotive Industry,vegetarian,medium,1,45,16,188,0.0,64808.56370013151,306,65302.56370013151
normal,female,daily,coal,never,22,No,walk/bicycle,none,7,never,Logistics,omnivore,medium,2,25,18,204,0.0,64706.229153879875,273,65183.229153879875
normal,female,more frequently,coal,often,11,No,private,electric,6028,frequently,Automotive Industry,vegetarian,extra large,3,12,19,192,0.0,64808.56370013151,174,65174.56370013151
underweight,male,daily,wood,sometimes,1,Sometimes,private,lpg,1669,rarely,Steel Manufacturing,vegan,small,3,18,15,132,459.12836756756764,64683.60898531668,170,65444.73735288424
obese,male,less frequently,wood,often,11,Yes,public,none,1972,never,Logistics,pescatarian,small,6,0,4,182,0.0,64706.229153879875,164,65052.229153879875
normal,female,less frequently,electricity,sometimes,9,No,public,none,684,never,Steel Manufacturing,omnivore,medium,6,22,10,108,0.0,64683.60898531668,310,65101.60898531668
overweight,male,twice a day,coal,sometimes,15,Sometimes,walk/bicycle,none,13,very frequently,Logistics,omnivore,large,4,42,20,220,0.0,64706.229153879875,390,65316.229153879875
normal,male,daily,coal,often,14,Sometimes,private,lpg,8061,very frequently,Logistics,vegan,small,7,18,4,188,2217.5157405405407,64706.229153879875,219,67330.74489442041
normal,female,twice a day,coal,often,24,Sometimes,private,lpg,2544,never,Cement Production,vegan,extra large,7,50,24,228,699.8337729729731,64722.400701292994,399,66049.23447426596
underweight,male,twice a day,electricity,sometimes,17,Yes,walk/bicycle,none,46,rarely,Steel Manufacturing,vegetarian,extra large,1,35,14,144,0.0,64683.60898531668,254,65081.60898531668
normal,male,twice a day,electricity,often,24,No,public,none,62,very frequently,Automotive Industry,pescatarian,small,1,18,9,168,0.0,64808.56370013151,184,65160.56370013151
normal,male,less frequently,wood,often,12,Sometimes,private,electric,4447,frequently,Automotive Industry,vegan,extra large,4,43,7,154,0.0,64808.56370013151,302,65264.56370013151
normal,male,more frequently,wood,often,17,Yes,private,diesel,4303,rarely,Steel Manufacturing,pescatarian,small,7,23,17,184,1022.1715028571429,64683.60898531668,307,66196.78048817383
overweight,male,daily,electricity,sometimes,24,Sometimes,private,lpg,3176,very frequently,Automotive Industry,vegan,medium,5,16,0,158,873.6918486486487,64808.56370013151,175,66015.25554878016
underweight,male,more frequently,wood,never,0,Sometimes,private,diesel,7255,rarely,Automotive Industry,pescatarian,small,2,50,1,140,1723.4148857142857,64808.56370013151,351,67022.97858584579
obese,male,less frequently,wood,sometimes,2,No,walk/bicycle,none,62,very frequently,Steel Manufacturing,vegan,extra large,7,19,11,164,0.0,64683.60898531668,231,65078.60898531668
underweight,male,less frequently,wood,sometimes,21,Yes,private,petrol,6254,very frequently,Logistics,omnivore,small,6,45,20,162,1470.4362843002475,64706.229153879875,435,66773.66543818012
overweight,female,twice a day,coal,never,17,Yes,walk/bicycle,none,93,very frequently,Steel Manufacturing,vegan,medium,3,17,24,224,0.0,64683.60898531668,174,65081.60898531668
normal,female,twice a day,wood,never,2,Sometimes,walk/bicycle,none,86,never,Logistics,omnivore,small,3,8,7,164,0.0,64706.229153879875,192,65062.229153879875
overweight,male,twice a day,wood,never,4,Sometimes,public,none,357,rarely,Automotive Industry,pescatarian,extra large,7,39,23,178,0.0,64808.56370013151,393,65379.56370013151
overweight,male,less frequently,wood,often,10,Sometimes,private,petrol,8725,very frequently,Automotive Industry,vegan,large,7,46,1,160,2051.416146549354,64808.56370013151,356,67375.97984668087
overweight,male,daily,natural gas,never,13,Yes,public,none,1753,very frequently,Automotive Industry,vegetarian,medium,5,16,2,146,0.0,64808.56370013151,207,65161.56370013151
overweight,female,daily,wood,never,19,No,walk/bicycle,none,45,very frequently,Cement Production,omnivore,large,1,44,16,188,0.0,64722.400701292994,351,65261.400701292994
underweight,male,twice a day,coal,never,14,Sometimes,public,none,292,rarely,Logistics,vegan,small,5,25,11,198,0.0,64706.229153879875,231,65135.229153879875
overweight,female,less frequently,coal,sometimes,20,Yes,public,none,1739,very frequently,Cement Production,vegetarian,medium,6,0,20,200,0.0,64722.400701292994,160,65082.400701292994
obese,male,less frequently,electricity,never,14,No,walk/bicycle,none,2,frequently,Cement Production,omnivore,small,6,27,23,148,0.0,64722.400701292994,348,65218.400701292994
overweight,female,daily,wood,sometimes,0,Yes,walk/bicycle,none,38,very frequently,Steel Manufacturing,omnivore,medium,3,21,19,150,0.0,64683.60898531668,269,65102.60898531668
overweight,male,less frequently,electricity,never,18,No,public,none,970,rarely,Cement Production,pescatarian,large,1,31,15,136,0.0,64722.400701292994,255,65113.400701292994
overweight,male,twice a day,natural gas,sometimes,12,Sometimes,private,lpg,8616,never,Steel Manufacturing,vegan,extra large,7,2,16,164,2370.1917405405406,64683.60898531668,151,67368.80072585722
underweight,male,twice a day,coal,never,4,Yes,public,none,635,very frequently,Steel Manufacturing,pescatarian,small,3,42,11,178,0.0,64683.60898531668,336,65197.60898531668
normal,female,twice a day,coal,sometimes,3,No,private,electric,2914,never,Cement Production,omnivore,medium,1,13,23,186,0.0,64722.400701292994,203,65111.400701292994
underweight,male,more frequently,electricity,never,21,No,walk/bicycle,none,92,rarely,Logistics,pescatarian,small,3,26,15,142,0.0,64706.229153879875,260,65108.229153879875
normal,female,twice a day,electricity,often,13,Yes,walk/bicycle,none,67,never,Logistics,vegan,large,6,6,7,146,0.0,64706.229153879875,147,64999.229153879875
overweight,female,daily,electricity,sometimes,3,No,private,diesel,6972,frequently,Logistics,pescatarian,medium,5,23,23,116,1656.1886399999999,64706.229153879875,283,66761.41779387987
obese,female,twice a day,natural gas,never,5,No,private,petrol,9812,very frequently,Logistics,pescatarian,large,3,31,17,170,2306.9908572999725,64706.229153879875,287,67470.22001117984
normal,male,less frequently,wood,sometimes,8,No,public,none,1057,very frequently,Logistics,omnivore,small,7,27,18,146,0.0,64706.229153879875,358,65210.229153879875
normal,male,daily,wood,often,11,No,private,lpg,3295,rarely,Cement Production,pescatarian,large,1,34,11,162,906.4277837837839,64722.400701292994,266,66056.82848507678
underweight,female,more frequently,coal,sometimes,7,No,walk/bicycle,none,97,frequently,Cement Production,omnivore,small,1,9,10,174,0.0,64722.400701292994,170,65066.400701292994
normal,female,twice a day,wood,never,9,No,private,electric,9705,rarely,Automotive Industry,omnivore,extra large,6,8,23,178,0.0,64808.56370013151,253,65239.56370013151
underweight,female,less frequently,natural gas,sometimes,8,Sometimes,private,diesel,3105,rarely,Logistics,vegan,small,6,38,2,106,737.5883142857143,64706.229153879875,302,65851.8174681656
overweight,male,more frequently,natural gas,sometimes,23,Sometimes,walk/bicycle,none,6,never,Cement Production,omnivore,extra large,1,2,11,176,0.0,64722.400701292994,136,65034.400701292994
overweight,male,more frequently,electricity,often,15,Yes,walk/bicycle,none,34,very frequently,Automotive Industry,vegetarian,small,2,42,8,150,0.0,64808.56370013151,298,65256.56370013151
underweight,male,twice a day,natural gas,often,24,No,public,none,1328,frequently,Logistics,pescatarian,large,2,28,22,168,0.0,64706.229153879875,262,65136.229153879875
normal,male,less frequently,coal,often,7,Sometimes,public,none,779,never,Steel Manufacturing,omnivore,small,7,16,12,164,0.0,64683.60898531668,297,65144.60898531668
overweight,female,daily,natural gas,never,5,Yes,public,none,913,rarely,Automotive Industry,vegan,extra large,4,29,1,130,0.0,64808.56370013151,226,65164.56370013151
overweight,female,more frequently,wood,never,19,No,private,electric,5464,rarely,Cement Production,pescatarian,small,1,45,14,198,0.0,64722.400701292994,324,65244.400701292994
underweight,male,daily,wood,never,7,Sometimes,private,diesel,3912,never,Steel Manufacturing,pescatarian,medium,6,41,20,144,929.2900114285715,64683.60898531668,385,66141.89899674525
overweight,female,more frequently,natural gas,sometimes,5,Sometimes,walk/bicycle,none,89,rarely,Steel Manufacturing,omnivore,extra large,7,46,20,140,0.0,64683.60898531668,455,65278.60898531668
overweight,female,daily,wood,never,15,No,private,hybrid,4359,frequently,Steel Manufacturing,omnivore,medium,5,9,5,180,653.85,64683.60898531668,225,65742.45898531668
overweight,female,daily,coal,never,21,No,private,diesel,7873,rarely,Automotive Industry,pescatarian,large,7,44,6,212,1870.2199028571426,64808.56370013151,401,67291.78360298865
normal,male,more frequently,natural gas,never,20,Sometimes,public,none,374,rarely,Cement Production,pescatarian,small,2,34,3,160,0.0,64722.400701292994,273,65155.400701292994
obese,female,less frequently,natural gas,sometimes,10,No,public,none,1218,rarely,Steel Manufacturing,vegetarian,medium,1,17,19,150,0.0,64683.60898531668,169,65002.60898531668
overweight,female,less frequently,natural gas,often,4,No,walk/bicycle,none,1,rarely,Logistics,omnivore,medium,1,38,9,118,0.0,64706.229153879875,314,65138.229153879875
overweight,male,daily,natural gas,never,8,Yes,public,none,638,never,Steel Manufacturing,omnivore,medium,7,36,1,136,0.0,64683.60898531668,386,65205.60898531668
normal,female,twice a day,natural gas,sometimes,19,Sometimes,private,hybrid,8641,rarely,Steel Manufacturing,omnivore,medium,4,3,20,168,1296.15,64683.60898531668,195,66342.75898531667
normal,male,more frequently,coal,never,14,No,walk/bicycle,none,46,never,Automotive Industry,omnivore,small,5,50,14,198,0.0,64808.56370013151,439,65445.56370013151
overweight,female,less frequently,wood,never,15,Yes,private,hybrid,2871,rarely,Automotive Industry,vegetarian,large,1,35,0,170,430.65,64808.56370013151,240,65649.21370013151
obese,female,daily,coal,sometimes,15,Yes,public,none,978,very frequently,Cement Production,omnivore,extra large,1,46,24,220,0.0,64722.400701292994,369,65311.400701292994
